2025-02-06 16:59:25:385  {"uuid": "b65ec250-b108-4f42-983d-aba9ccd5a6cb", "url": "https://shushilda.com/catalog/sims-4-cc/shoes-sims4/adidas-superstar-ts4/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_16.59.20", "filename": null, "previous": null}
2025-02-06 16:59:25:780  {"uuid": "bca352e9-e032-444e-a9f7-377b16b0f6ef", "url": "https://www.candysims.com/snowflakeboots", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_16.59.20", "filename": null, "previous": {"uuid": "7df95ce9-fd13-4dfb-bdd0-241847021658", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1675093910&key=f987fc317309e21ce0fdadaaa140c47e&cid=319350", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_16.59.20", "filename": "snowflake boots", "previous": {"uuid": "d01de6e5-2787-47a7-a7f2-d96d1942f6be", "url": "https://www.simsfinds.com/continue?key=f987fc317309e21ce0fdadaaa140c47e", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_16.59.20", "filename": "snowflake boots", "previous": {"uuid": "5f176f3f-4356-4a94-9b91-c3290cc0d8b2", "url": "https://www.simsfinds.com/downloads/319350/snowflake-boots-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_16.59.20", "filename": "snowflake boots", "previous": null}}}}
2025-02-06 17:31:00:980  {"uuid": "d6163c96-9721-41e6-addf-8b2b9c9b0dca", "url": "https://808pixels.tumblr.com/post/172880889003/just-lounginshorts-set-new-mesh-19-swatches", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "1e6a61a8-bac6-478b-a84b-46064367134a", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1523641733&key=441272188e0474d1e23973aab9a2af0c&cid=108436", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Shorts Set by 808pixels", "previous": {"uuid": "bf2decc9-2cde-444a-9ecb-daad5938f910", "url": "https://www.simsfinds.com/continue?key=441272188e0474d1e23973aab9a2af0c", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Shorts Set by 808pixels", "previous": {"uuid": "69a02c96-efa7-4a2f-b93b-25324c8afcd9", "url": "https://www.simsfinds.com/downloads/108436/shorts-set-by-808pixels-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Shorts Set by 808pixels", "previous": null}}}}
2025-02-06 17:31:00:981  {"uuid": "1b68c25f-3bbe-4832-bda9-5b4ad4042cad", "url": "https://www.thesimsresource.com/downloads/details/category/sims4-clothing-female-teenadultelder-everyday/title/s4-jubilo-jumpsuit-%5Btop%5D/id/1399729/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "a7e35b1b-70d8-4219-baa6-7b550cd2f331", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1514392005&key=c304ac197a66ac198eac443037b53c5b&cid=98752", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "S4 Jubilo Jumpsuit [Top]", "previous": {"uuid": "98c0f0da-ec60-4cc4-8110-f5ba5a016dac", "url": "https://www.simsfinds.com/continue?key=c304ac197a66ac198eac443037b53c5b", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "S4 Jubilo Jumpsuit [Top]", "previous": {"uuid": "5193384c-5a34-4e5f-b94c-a17eac0f3536", "url": "https://www.simsfinds.com/downloads/98752/s4-jubilo-jumpsuit-top-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "S4 Jubilo Jumpsuit [Top]", "previous": null}}}}
2025-02-06 17:31:00:984  {"uuid": "1d352b98-e645-44fd-a916-5b1cd55d797c", "url": "https://brianitesims.tumblr.com/post/176127118036/amelie-romper-updated-bgc-20-swatches-all", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "91090a21-0e07-4e2e-93a5-0a32f5f134e5", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1532832867&key=d9c5b7d72269d7a8231afbec4a8be4fb&cid=121592", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Amelie Romper &#40;updated&#41; by brianitesims", "previous": {"uuid": "1838b46a-b260-43ab-b679-a8992f8bc400", "url": "https://www.simsfinds.com/continue?key=d9c5b7d72269d7a8231afbec4a8be4fb", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Amelie Romper &#40;updated&#41; by brianitesims", "previous": {"uuid": "da1b6180-465b-4daf-943d-b250d16db888", "url": "https://www.simsfinds.com/downloads/121592/amelie-romper-updated-by-brianitesims-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Amelie Romper &#40;updated&#41; by brianitesims", "previous": null}}}}
2025-02-06 17:31:00:984  {"uuid": "d7045cf5-41fa-4e9e-b4e8-620733b9fa0d", "url": "https://www.thesimsresource.com/artists/Harmonia/downloads/details/category/sims4-clothing-female-elder-everyday/title/winter-holidays-2024-textured-velvet-cocktail-dress/id/1727110/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "d4385740-7299-4ec8-a387-7bb3ed1484e6", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1735723572&key=23977b05a252af0f787764e893a7c6a0&cid=359260", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Winter Holidays 2024 - Textured Velvet Cocktail Dress by Harmonia", "previous": {"uuid": "e3033c23-bc88-4ed9-be8c-27e713877ec6", "url": "https://www.simsfinds.com/continue?key=23977b05a252af0f787764e893a7c6a0", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Winter Holidays 2024 - Textured Velvet Cocktail Dress by Harmonia", "previous": {"uuid": "b10c4ef1-d2c4-4e90-962d-046b9609f4e5", "url": "https://www.simsfinds.com/downloads/359260/winter-holidays-2024-textured-velvet-cocktail-dress-by-harmonia-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Winter Holidays 2024 - Textured Velvet Cocktail Dress by Harmonia", "previous": null}}}}
2025-02-06 17:31:00:984  {"uuid": "bb218731-76ce-4d43-85c5-8a30c44896a2", "url": "https://www.tumblr.com/nadiafabulousflow/727171275338006528/hello-guys-athletic-lounge-romper-for-your-simmies?source=share", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "44910296-38b0-4f12-9b55-4da7f1540946", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1693510580&key=0fcf65e7afc1610da5831ee79543f7c9&cid=330939", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Athletic lounge romper", "previous": {"uuid": "ba1da4b8-f6e4-489e-bd95-dc5c6c7d57a0", "url": "https://www.simsfinds.com/continue?key=0fcf65e7afc1610da5831ee79543f7c9", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Athletic lounge romper", "previous": {"uuid": "34ec6815-b5ef-42af-ad56-f0518a86df86", "url": "https://www.simsfinds.com/downloads/330939/athletic-lounge-romper-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Athletic lounge romper", "previous": null}}}}
2025-02-06 17:31:00:985  {"uuid": "4512b439-226a-49ef-b738-5cc826f05a94", "url": "https://www.thesimsresource.com/downloads/details/category/sims4-clothing-female-teenadultelder-everyday/title/cc-colbystewart/id/1511983/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "de95b902-47b1-4957-9932-f6661c231cf7", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1603732971&key=d2ea9dc357d88e229e051bd736e4fb4d&cid=248756", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "carvin captoor&#39;s CC.Colbystewart", "previous": {"uuid": "e3c0fe27-51f6-4dc4-b5bb-d8072a97fbbf", "url": "https://www.simsfinds.com/continue?key=d2ea9dc357d88e229e051bd736e4fb4d", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "carvin captoor&#39;s CC.Colbystewart", "previous": {"uuid": "090b79e5-442a-4703-bf5f-f3bf338549ce", "url": "https://www.simsfinds.com/downloads/248756/carvin-captoor-s-cc-colbystewart-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "carvin captoor&#39;s CC.Colbystewart", "previous": null}}}}
2025-02-06 17:31:00:988  {"uuid": "d2b93b94-e62d-4d11-9d72-b85826b0a35e", "url": "https://ruchellsims-cc.blogspot.com/2022/08/aw-2000s-heels-free.html", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "da02a257-b2f4-4174-a29a-9ca819eb0fde", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1660806044&key=abccd8f0bf488e8f2fd3f2af04316ba7&cid=310998", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "AW 2000S HEELS - FREE", "previous": {"uuid": "ded816fc-b57a-4cdd-8b78-eca6acda921f", "url": "https://www.simsfinds.com/continue?key=abccd8f0bf488e8f2fd3f2af04316ba7", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "AW 2000S HEELS - FREE", "previous": {"uuid": "55498c6e-d2a8-4759-84f5-7f0a6289d142", "url": "https://www.simsfinds.com/downloads/310998/aw-2000s-heels-free-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "AW 2000S HEELS - FREE", "previous": null}}}}
2025-02-06 17:31:00:994  {"uuid": "0d142061-b52b-4fdd-b09d-3fa697ffdf94", "url": "https://www.thesimsresource.com/members/Joan_Campbell_Beauty_/downloads/details/category/sims4-clothing-female-adult/title/snowflake-sweater/id/1726314/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "f236bc74-b516-492f-bc96-6b176965117c", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1735084322&key=f489e7327d34aa3f4fcec7cdebcacc51&cid=358903", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "SNOWFLAKE SWEATER by Joan Campbell Beauty", "previous": {"uuid": "c7a49a85-4207-4529-899d-3f8c8fecd333", "url": "https://www.simsfinds.com/continue?key=f489e7327d34aa3f4fcec7cdebcacc51", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "SNOWFLAKE SWEATER by Joan Campbell Beauty", "previous": {"uuid": "f37391d2-4033-4172-941a-865f1eb9767a", "url": "https://www.simsfinds.com/downloads/358903/snowflake-sweater-by-joan-campbell-beauty-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "SNOWFLAKE SWEATER by Joan Campbell Beauty", "previous": null}}}}
2025-02-06 17:31:00:994  {"uuid": "c824d5f3-ce5c-4c49-b057-2487eec6b48a", "url": "https://shushilda.com/catalog/sims-4-cc/shoes-sims4/new-balance-ts4/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "2e05233f-d59d-4bcc-93c7-4d1156c39a80", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1647716048&key=ad8f0a62969d05cc68e74b05eee7a864&cid=302384", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "TS4 New balance", "previous": {"uuid": "8cc97041-abe0-4ffa-b300-2c654cd5710a", "url": "https://www.simsfinds.com/continue?key=ad8f0a62969d05cc68e74b05eee7a864", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "TS4 New balance", "previous": {"uuid": "267aa33f-7517-4036-910a-84d700172dee", "url": "https://www.simsfinds.com/downloads/302384/ts4-new-balance-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "TS4 New balance", "previous": null}}}}
2025-02-06 17:31:00:994  {"uuid": "584bf93e-4091-4bb8-9e75-25c7f5311891", "url": "https://www.thesimsresource.com/members/ForLima/downloads/details/category/sims4-clothing-female-elder-everyday/title/deborah-dress/id/1727346/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "5f5b2fe3-1907-46bd-b86a-860ad02624dd", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1736148507&key=a5562dfcf5809dc9473b73011975cabc&cid=359573", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Deborah Dress by ForLima", "previous": {"uuid": "31d3cc24-49ad-49f8-9421-dae401238170", "url": "https://www.simsfinds.com/continue?key=a5562dfcf5809dc9473b73011975cabc", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Deborah Dress by ForLima", "previous": {"uuid": "f315c66f-4814-430e-a00a-5274fa10a244", "url": "https://www.simsfinds.com/downloads/359573/deborah-dress-by-forlima-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Deborah Dress by ForLima", "previous": null}}}}
2025-02-06 17:31:00:994  {"uuid": "62d75d4d-0fff-48ad-8772-da52e8b0c0d2", "url": "https://ruchellsims-cc.blogspot.com/2021/12/new-year-gift-tempo-heel-sandals.html", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "efbc5018-5cc9-41ec-846d-1781872a5f72", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1640998194&key=60a89c15f07cbecb9df9da887e957e86&cid=297665", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "new year gift - tempo heels", "previous": {"uuid": "f44e7d94-bf32-443e-89b8-fd2530c91592", "url": "https://www.simsfinds.com/continue?key=60a89c15f07cbecb9df9da887e957e86", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "new year gift - tempo heels", "previous": {"uuid": "577167fa-405e-4899-b08d-de50fee67d3a", "url": "https://www.simsfinds.com/downloads/297665/new-year-gift-tempo-heels-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "new year gift - tempo heels", "previous": null}}}}
2025-02-06 17:31:00:994  {"uuid": "2cf7a04d-905e-42bf-ad95-234e19667057", "url": "https://www.thesimsresource.com/downloads/details/category/sims4-clothing-female-teenadultelder-everyday/title/cc-vany-set/id/1518847/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "dce5c994-c2c3-4190-bcac-9dd1f02a10d0", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1608054661&key=9b7e18d279bf20daecd364f613391dd9&cid=261402", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "carvin captoor&#39;s CC.Vany Set", "previous": {"uuid": "68866b88-9d82-47dd-865e-98935f570379", "url": "https://www.simsfinds.com/continue?key=9b7e18d279bf20daecd364f613391dd9", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "carvin captoor&#39;s CC.Vany Set", "previous": {"uuid": "6be312ad-7c72-4e95-a66c-8910fc374f7d", "url": "https://www.simsfinds.com/downloads/261402/carvin-captoor-s-cc-vany-set-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "carvin captoor&#39;s CC.Vany Set", "previous": null}}}}
2025-02-06 17:31:00:995  {"uuid": "d1aa4d41-82a3-4032-af92-f5f0d3ecf9b6", "url": "https://www.thesimsresource.com/members/MysteriousOo/downloads/details/category/sims4-clothing-female-elder-everyday/title/dress-with-black-ribbon-and-bow/id/1727367/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "f872087b-1156-4fdf-8c37-db3e8a50ced3", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1736148373&key=cb4fff93e1dcacbb7d988c99a7257054&cid=359570", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Dress with black ribbon and bow by MysteriousOo", "previous": {"uuid": "58bc3c11-ed3a-41b1-b65b-48542801eb0b", "url": "https://www.simsfinds.com/continue?key=cb4fff93e1dcacbb7d988c99a7257054", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Dress with black ribbon and bow by MysteriousOo", "previous": {"uuid": "8c847026-cea4-4643-91e2-b820eda94a7d", "url": "https://www.simsfinds.com/downloads/359570/dress-with-black-ribbon-and-bow-by-mysteriousoo-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Dress with black ribbon and bow by MysteriousOo", "previous": null}}}}
2025-02-06 17:31:00:996  {"uuid": "6f394ae5-8649-4c7b-9ccc-a2a46050b505", "url": "https://www.mauvemorn.net/post/649114702589394944/anndlaceupheeledsandals", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "cd3137e3-dc76-41da-b8d3-93f85a7a752b", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1619122570&key=fb142c7b92162694d5bf58ddd947a215&cid=277406", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Ann Demeulemeester Lace-Up Heeled Sandals", "previous": {"uuid": "6fba7afb-921f-4377-a171-9eda188e54dd", "url": "https://www.simsfinds.com/continue?key=fb142c7b92162694d5bf58ddd947a215", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Ann Demeulemeester Lace-Up Heeled Sandals", "previous": {"uuid": "f2de7f23-0c28-41b9-9c69-af9ff4ce9766", "url": "https://www.simsfinds.com/downloads/277406/ann-demeulemeester-lace-up-heeled-sandals-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Ann Demeulemeester Lace-Up Heeled Sandals", "previous": null}}}}
2025-02-06 17:31:00:998  {"uuid": "673ce140-443d-4faf-9404-5b0c9c21fa91", "url": "https://www.thesimsresource.com/downloads/details/category/sims4-clothing-female-teenadultelder-everyday/title/jumpsuit--fran/id/1423725/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "0ce3c253-135d-41e7-9943-8dc3caa388ad", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1534164169&key=63fe8298e8a31626f45f8e038a46c901&cid=123315", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Jumpsuit - Fran", "previous": {"uuid": "1c54da1f-9bc2-4cc6-a43e-aedb27b19d60", "url": "https://www.simsfinds.com/continue?key=63fe8298e8a31626f45f8e038a46c901", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Jumpsuit - Fran", "previous": {"uuid": "77c5361e-7bf5-4d2d-a2b8-aa9af4cca09d", "url": "https://www.simsfinds.com/downloads/123315/jumpsuit-fran-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Jumpsuit - Fran", "previous": null}}}}
2025-02-06 17:31:01:000  {"uuid": "79893113-2627-45dc-9605-8c2f69d78074", "url": "https://www.thesimsresource.com/downloads/details/category/sims4-clothing-female-teenadultelder-everyday/title/belaloallure_jesse-jumpsuit/id/1426380/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "727afdd3-b82b-4903-aea8-38f0d53f2c1c", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1536549504&key=e20e0f143a593b2d6f16db279d3556ad&cid=126160", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "belaloallure_jesse jumpsuit", "previous": {"uuid": "1cd5de41-54e1-41e2-96aa-cbc0e89516ad", "url": "https://www.simsfinds.com/continue?key=e20e0f143a593b2d6f16db279d3556ad", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "belaloallure_jesse jumpsuit", "previous": {"uuid": "a29adaac-2a1a-457f-9e75-1d3608c0c2d2", "url": "https://www.simsfinds.com/downloads/126160/belaloallure-jesse-jumpsuit-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "belaloallure_jesse jumpsuit", "previous": null}}}}
2025-02-06 17:31:01:006  {"uuid": "c9c209a5-e95d-4665-9bdc-25dbe0eea5a3", "url": "https://www.thesimsresource.com/downloads/details/category/sims4-clothing-female-teenadultelder-everyday/title/crepe-jumpsuit-with-satin-top/id/1420306/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "6105009a-7c85-44d6-989c-5f1c3e3ce06e", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1531415848&key=f9c558cb67aa3f697b4bf6e6481e4f0e&cid=119671", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Crepe Jumpsuit With Satin Top", "previous": {"uuid": "d9999c8c-ae90-4b6d-a0f4-52af55b4d274", "url": "https://www.simsfinds.com/continue?key=f9c558cb67aa3f697b4bf6e6481e4f0e", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Crepe Jumpsuit With Satin Top", "previous": {"uuid": "18d65d4f-01b0-447d-8ab0-b00ca368b107", "url": "https://www.simsfinds.com/downloads/119671/crepe-jumpsuit-with-satin-top-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Crepe Jumpsuit With Satin Top", "previous": null}}}}
2025-02-06 17:31:01:006  {"uuid": "d2ee6bd7-b02b-47e2-b601-bd923ac80465", "url": "https://www.thesimsresource.com/downloads/details/category/sims4-clothing-female-teenadultelder-everyday/title/mp-floral-printed-jumpsuit/id/1389482/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "b622c8fe-a20a-41b5-be3b-512045415632", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1505923036&key=ce44b30706fd6159a911b57b21d25f91&cid=92719", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "MP Floral Printed Jumpsuit", "previous": {"uuid": "81d0c15f-818c-4838-8444-f20f945d8fb7", "url": "https://www.simsfinds.com/continue?key=ce44b30706fd6159a911b57b21d25f91", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "MP Floral Printed Jumpsuit", "previous": {"uuid": "367c5fbe-f391-417d-ad4d-4f84fe32a3fb", "url": "https://www.simsfinds.com/downloads/92719/mp-floral-printed-jumpsuit-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "MP Floral Printed Jumpsuit", "previous": null}}}}
